"","X.2","X.1","X","Date","Kick.Off..local.","Home.Team","Away.Team","Venue","Home.Score","Away.Score","Play.Off.Game.","Home.Goals","Home.Behinds","Away.Goals","Away.Behinds","Home.Odds","Away.Odds","Bookmakers.Surveyed","Home.Odds.Open","Home.Odds.Min","Home.Odds.Max","Home.Odds.Close","Away.Odds.Open","Away.Odds.Min","Away.Odds.Max","Away.Odds.Close","Home.Line.Open","Home.Line.Min","Home.Line.Max","Home.Line.Close","Away.Line.Open","Away.Line.Min","Away.Line.Max","Away.Line.Close","Home.Line.Odds.Open","Home.Line.Odds.Min","Home.Line.Odds.Max","Home.Line.Odds.Close","Away.Line.Odds.Open","Away.Line.Odds.Min","Away.Line.Odds.Max","Away.Line.Odds.Close","Total.Score.Open","Total.Score.Min","Total.Score.Max","Total.Score.Close","Total.Score.Over.Open","Total.Score.Over.Min","Total.Score.Over.Max","Total.Score.Over.Close","Total.Score.Under.Open","Total.Score.Under.Min","Total.Score.Under.Max","Total.Score.Under.Close","Notes","Home","Favorite","Underdog","Differential"
"560",560,560,560,"2016","13:45:00","Brisbane","Carlton","Gabba",99,95,NA,15,9,13,17,3.15,1.35,15,2.89,2.89,3.66,3.31,1.444,1.322,1.444,1.384,15.5,15.5,20.5,19.5,-15.5,-20.5,-15.5,-19.5,1.925,1.925,2.04,1.934,1.925,1.854,1.925,1.97,196.5,194.5,196.5,194.5,1.9,1.934,1.99,2.12,1.952,1.763,1.98,1.763,NA,3.15,1.35,3.15,1.8
"561",561,561,561,"2016","19:50:00","Western Bulldogs","Collingwood","Marvel Stadium",95,92,NA,14,11,14,8,1.35,3.21,15,1.369,1.348,1.485,1.348,3.25,2.81,3.54,3.54,-20.5,-20.5,-13.5,-15.5,20.5,13.5,20.5,15.5,2,1.892,1.961,1.99,1.854,1.925,1.961,1.917,164.5,162.5,164.5,162.5,1.925,1.884,1.925,1.943,1.925,1.9,1.925,1.909,NA,1.35,1.35,3.21,1.86
"562",562,562,562,"2016","14:40:00","Fremantle","West Coast","Domain Stadium",64,110,NA,9,10,17,8,5.21,1.16,15,4.52,4.52,5.65,5.65,1.223,1.18,1.233,1.18,26.5,26.5,35.5,35.5,-26.5,-35.5,-26.5,-35.5,1.952,1.952,2.02,2.02,1.952,1.884,1.952,1.884,155.5,153.5,159.5,159.5,1.925,1.769,1.952,1.952,1.925,1.862,1.9,1.9,NA,5.21,1.16,5.21,4.05
"563",563,563,563,"2016","15:20:00","Geelong","Essendon","Marvel Stadium",100,34,NA,15,10,4,10,1.01,16.14,15,1.02,1.01,1.02,1.01,12,12,26,26,-65.5,-71.5,-65.5,-71.5,65.5,65.5,71.5,71.5,1.952,1.917,1.952,1.917,1.952,1.925,1.99,1.99,184.5,182.5,184.5,184.5,1.925,1.862,1.925,1.925,1.925,1.862,1.99,1.925,"Pinnacle Sports didn't offer H2H odds for this fixture so bet365 odds are shown instead",1.01,1.01,16.14,15.13
"564",564,564,564,"2016","13:10:00","Carlton","St Kilda","MCG",51,122,NA,7,9,19,8,2.34,1.6,15,2.61,2.33,2.63,2.37,1.526,1.526,1.662,1.662,10.5,9.5,11.5,10.5,-10.5,-11.5,-9.5,-10.5,1.952,1.8,2.01,1.952,1.952,1.884,2.07,1.952,163.5,163.5,166.5,166.5,1.9,1.9,1.9,1.884,1.952,1.877,1.97,1.97,NA,2.34,1.6,2.34,0.74
"565",565,565,565,"2016","19:10:00","Adelaide","Brisbane","Adelaide Oval",177,39,NA,27,15,6,3,1.01,17.55,15,1.01,1,1.01,1,17,17,31,31,-76.5,-87.5,-76.5,-84.5,76.5,76.5,87.5,84.5,1.952,1.952,1.952,1.99,1.952,1.952,1.952,1.917,207.5,207.5,212.5,212.5,1.925,1.925,1.854,1.793,1.925,1.925,2.08,2.08,"Pinnacle Sports didn't offer H2H odds for this fixture so bet365 odds are shown instead",1.01,1.01,17.55,16.54
"566",566,566,566,"2016","19:25:00","Western Bulldogs","North Melbourne","Marvel Stadium",61,47,NA,9,7,7,5,2.23,1.65,15,2.32,2.18,2.4,2.27,1.645,1.606,1.724,1.714,6.5,6.5,7.5,7.5,-6.5,-7.5,-6.5,-7.5,1.952,1.952,2,1.961,1.952,1.854,1.952,1.943,167,163.5,167,164.5,1.925,1.84,1.925,1.884,1.925,1.98,1.925,1.97,NA,2.23,1.65,2.23,0.58
"567",567,567,567,"2016","16:35:00","Gold Coast","GWS Giants","Metricon Stadium",84,92,NA,13,6,14,8,7.22,1.09,15,6.88,6.52,8.61,8.04,1.119,1.095,1.14,1.111,40.5,37.5,45.5,45.5,-40.5,-45.5,-37.5,-45.5,1.952,1.877,1.952,1.917,1.952,1.952,1.98,1.99,194,192.5,195,192.5,1.925,1.925,1.934,1.925,1.925,1.925,1.943,1.925,NA,7.22,1.09,7.22,6.13
"568",568,568,568,"2016","14:10:00","Melbourne","Hawthorn","MCG",110,81,NA,17,8,11,15,4.38,1.21,15,5.09,4.27,5.46,4.62,1.187,1.169,1.258,1.237,34.5,30.5,35.5,30.5,-34.5,-35.5,-30.5,-30.5,1.952,1.833,1.99,1.9,1.952,1.862,2.07,2.01,180,177.5,183.5,183.5,1.925,1.884,1.934,1.934,1.925,1.847,1.917,1.917,NA,4.38,1.21,4.38,3.17
"569",569,569,569,"2016","13:45:00","Sydney","Port Adelaide","SCG",100,33,NA,14,16,4,9,1.27,3.79,15,1.285,1.275,1.343,1.289,3.84,3.51,4.01,4.01,-26.5,-26.5,-21.5,-23.5,26.5,21.5,26.5,23.5,1.952,1.952,2.07,1.961,1.952,1.833,1.952,1.943,173,167.5,174.5,167.5,1.925,1.934,2.12,1.934,1.925,1.917,2.01,1.917,NA,1.27,1.27,3.79,2.52
"570",570,570,570,"2016","19:50:00","Richmond","Collingwood","MCG",92,77,NA,14,8,11,11,3.25,1.34,15,2.94,2.85,3.5,3.31,1.432,1.344,1.462,1.384,13.5,13.5,21.5,21.5,-13.5,-21.5,-13.5,-21.5,1.952,1.952,2,1.869,1.952,1.909,1.952,2.04,170.5,170.5,172.5,172.5,1.862,1.862,1.943,1.781,1.99,1.99,2.11,2.1,NA,3.25,1.34,3.25,1.91
"571",571,571,571,"2016","16:10:00","Adelaide","Essendon","Adelaide Oval",143,61,NA,22,11,9,7,1.01,17.47,14,1.01,1,1.02,1.01,17,13,29,26,-66.5,-79.5,-61.5,-79.5,66.5,61.5,79.5,79.5,1.862,1.952,1.909,1.952,1.99,1.943,1.952,1.952,188.5,186.5,189.5,186.5,1.925,1.909,2.01,1.909,1.925,1.9,2.03,1.943,"Pinnacle Sports didn't offer H2H odds for this fixture so bet365 odds are shown instead",1.01,1.01,17.47,16.46
"572",572,572,572,"2016","13:20:00","Fremantle","Sydney","Domain Stadium",47,137,NA,7,5,21,11,4.58,1.2,15,4.33,3.84,5.23,5.23,1.238,1.2,1.285,1.2,26.5,23.5,26.5,26.5,-26.5,-26.5,-23.5,-26.5,1.99,1.943,2.05,2.05,1.862,1.862,1.909,1.862,148.5,148.5,153.5,153.5,1.925,1.862,1.854,1.854,1.925,1.925,2,2,NA,4.58,1.2,4.58,3.38
"573",573,573,573,"2016","13:10:00","Melbourne","Gold Coast","MCG",66,64,NA,9,12,9,10,1.15,5.48,15,1.202,1.16,1.222,1.175,4.84,4.74,5.76,5.76,-30.5,-39.5,-30.5,-39.5,30.5,30.5,39.5,39.5,1.813,1.961,1.925,1.961,2.05,1.925,1.943,1.943,192.5,191.5,196.5,196.5,1.952,1.769,2.03,2.03,1.9,2.02,1.833,1.833,NA,1.15,1.15,5.48,4.33
"574",574,574,574,"2016","19:25:00","Brisbane","Port Adelaide","Gabba",79,173,NA,11,13,25,23,5.8,1.13,15,5.19,5.04,6.9,6.52,1.182,1.136,1.19,1.148,35.5,32.5,41.5,41.5,-35.5,-41.5,-32.5,-41.5,1.99,1.925,2.02,2,1.862,1.884,1.925,1.909,199.5,199.5,206.5,206.5,1.925,1.884,2.03,2,1.925,1.925,1.854,1.854,NA,5.8,1.13,5.8,4.67
"575",575,575,575,"2016","19:25:00","North Melbourne","St Kilda","Marvel Stadium",85,62,NA,12,13,8,14,1.47,2.65,15,1.606,1.48,1.606,1.5,2.4,2.4,2.8,2.8,-10.5,-14.5,-10.5,-12.5,10.5,10.5,14.5,12.5,1.862,1.99,2.01,1.925,1.99,1.847,1.862,1.98,176.5,176.5,180.5,180.5,1.925,1.925,1.909,1.909,1.925,1.925,2,1.943,NA,1.47,1.47,2.65,1.18
"576",576,576,576,"2016","16:35:00","Collingwood","West Coast","MCG",91,72,NA,13,13,11,6,2.03,1.77,15,2.28,2.11,2.47,2.14,1.666,1.602,1.813,1.793,9.5,2.5,10.5,2.5,-9.5,-10.5,-2.5,-2.5,1.925,1.934,1.9,1.934,1.925,1.99,1.97,1.97,172.5,170.5,173.5,173.5,1.925,1.813,1.925,1.925,1.925,1.925,2,1.925,NA,2.03,1.77,2.03,0.26
"577",577,577,577,"2016","14:10:00","Hawthorn","Carlton","University of Tasmania Stadium",74,55,NA,10,14,7,13,1.07,8.32,14,1.066,1.066,1.1,1.1,9.94,8.67,9.94,8.67,-49.5,-49.5,-41.5,-41.5,49.5,41.5,49.5,41.5,1.925,1.925,2,1.869,1.925,1.909,1.925,2.04,168.5,167,171.5,170.5,1.925,1.847,2.19,1.813,1.925,1.925,1.884,2.05,NA,1.07,1.07,8.32,7.25
"578",578,578,578,"2016","13:45:00","GWS Giants","Richmond","UNSW Canberra Oval",111,23,NA,17,9,3,5,1.07,8.06,15,1.111,1.076,1.134,1.084,7.2,6.52,10.44,9.75,-40.5,-52.5,-35.5,-52.5,40.5,35.5,52.5,52.5,1.925,1.952,1.909,1.952,1.925,1.943,1.952,1.952,181.5,181.5,188.5,188.5,1.925,1.925,1.833,1.833,1.925,1.925,2.03,2.03,NA,1.07,1.07,8.06,6.99
"579",579,579,579,"2016","19:50:00","Geelong","Western Bulldogs","GMHBA Stadium",103,78,NA,16,7,11,12,1.23,4.12,15,1.335,1.255,1.335,1.256,3.45,3.45,4.38,4.38,-20.5,-26.5,-20.5,-24.5,20.5,20.5,26.5,24.5,1.925,1.925,1.98,1.925,1.925,1.877,1.943,1.98,154.5,152.5,155.5,153.5,1.943,1.917,2.05,1.925,1.909,1.833,1.813,1.925,NA,1.23,1.23,4.12,2.89
"580",580,580,580,"2016","16:10:00","Port Adelaide","GWS Giants","Adelaide Oval",60,79,NA,9,6,11,13,2.16,1.69,15,2.73,1.909,2.73,2.21,1.487,1.487,2,1.746,9.5,-3,9.5,7.5,-9.5,-9.5,3,-7.5,1.877,2.01,1.99,1.909,1.98,1.862,1.9,2,168.5,168.5,168.5,168.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,2.16,1.69,2.16,0.47
"581",581,581,581,"2016","15:20:00","Hawthorn","Richmond","MCG",114,44,NA,16,18,5,14,1.14,5.64,15,1.132,1.132,1.186,1.181,6.42,5.31,6.42,5.61,-40.5,-40.5,-35.5,-35.5,40.5,35.5,40.5,35.5,2.01,2.01,2.05,2,1.847,1.862,1.847,1.909,179.5,179.5,179.5,179.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,1.14,1.14,5.64,4.5
"582",582,582,582,"2016","13:10:00","Essendon","Brisbane","Marvel Stadium",91,128,NA,12,19,20,8,1.44,2.75,15,1.452,1.416,1.51,1.465,2.86,2.76,3.09,2.93,-12.5,-17.5,-12.5,-15.5,12.5,12.5,17.5,15.5,1.925,1.952,1.934,1.934,1.925,1.917,1.952,1.97,195.5,195.5,197,197,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,1.44,1.44,2.75,1.31
"583",583,583,583,"2016","19:25:00","Geelong","Adelaide","Marvel Stadium",85,55,NA,12,13,7,13,1.87,1.92,15,1.588,1.588,1.99,1.961,2.45,1.917,2.45,1.943,-7.5,-7.5,-2.5,-2.5,7.5,2.5,7.5,2.5,1.98,1.862,2.08,2.04,1.877,1.826,1.99,1.869,177.5,177.5,182.5,178.5,1.925,1.925,2.08,1.98,1.925,1.925,1.925,1.877,NA,1.87,1.87,1.92,0.0499999999999998
"584",584,584,584,"2016","19:25:00","Western Bulldogs","St Kilda","GMHBA Stadium",60,75,NA,9,6,11,9,1.35,3.21,15,1.312,1.277,1.4,1.384,3.62,3.22,3.91,3.31,-21.5,-22.5,-18.5,-18.5,21.5,18.5,22.5,18.5,1.877,1.8,2.03,1.9,1.98,1.877,2.07,2.01,169.5,166.5,171.5,171.5,1.925,1.8,1.925,1.925,1.925,1.917,1.925,1.925,NA,1.35,1.35,3.21,1.86
"585",585,585,585,"2016","14:35:00","West Coast","Melbourne","Domain Stadium",66,60,NA,10,6,8,12,1.15,5.3,15,1.14,1.14,1.222,1.17,6.18,4.85,6.18,5.87,-38.5,-38.5,-33.5,-33.5,38.5,33.5,38.5,33.5,1.925,1.925,2.02,1.98,1.925,1.884,1.925,1.925,187.5,187.5,187.5,187.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,1.15,1.15,5.3,4.15
"586",586,586,586,"2016","14:10:00","Gold Coast","Fremantle","Metricon Stadium",105,81,NA,16,9,12,9,1.86,1.92,15,1.543,1.543,2.04,1.925,2.56,1.869,2.56,1.98,-8.5,-8.5,2.5,-2.5,8.5,-2.5,8.5,2.5,1.98,1.862,1.877,2.07,1.877,2.01,1.99,1.847,180.5,183.5,183.5,183.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,1.86,1.86,1.92,0.0599999999999998
"587",587,587,587,"2016","13:45:00","Sydney","Carlton","SCG",74,68,NA,10,14,10,8,1.05,8.92,15,1.06,1.04,1.07,1.06,8.5,8.5,10.5,10.5,-53.5,-53.5,-46.5,-48.5,53.5,46.5,53.5,48.5,1.925,1.925,2.01,1.869,1.925,1.877,1.925,2.04,161.5,161.5,164.5,164.5,1.925,1.925,1.97,1.97,1.925,1.925,1.97,1.925,NA,1.05,1.05,8.92,7.87
"588",588,588,588,"2016","19:50:00","Collingwood","North Melbourne","Marvel Stadium",84,124,NA,12,12,18,16,1.92,1.86,15,2.36,1.806,2.36,2.04,1.625,1.625,2.12,1.869,8.5,-2.5,8.5,2.5,-8.5,-8.5,2.5,-2.5,1.925,1.884,1.925,1.952,1.925,1.925,2.02,1.952,179.5,179.5,179.5,179.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,1.92,1.86,1.92,0.0599999999999998
"589",589,589,589,"2016","16:40:00","Brisbane","GWS Giants","Gabba",67,146,NA,9,13,22,14,7.38,1.09,15,9.88,7.67,9.88,8.05,1.066,1.066,1.118,1.11,53.5,44.5,53.5,44.5,-53.5,-53.5,-44.5,-44.5,1.925,1.98,1.925,2.01,1.925,1.925,1.925,1.9,197.5,197.5,199.5,199.5,1.925,1.781,1.925,1.925,1.925,1.854,2.12,1.925,NA,7.38,1.09,7.38,6.29
"590",590,590,590,"2016","15:20:00","St Kilda","Melbourne","Marvel Stadium",110,74,NA,15,20,11,8,2.17,1.68,15,2.16,2.16,2.39,2.25,1.74,1.636,1.74,1.724,3.5,3.5,7.5,6.5,-3.5,-7.5,-3.5,-6.5,1.925,1.925,1.99,1.943,1.925,1.909,1.925,1.961,190.5,186.5,190.5,187.5,1.925,1.751,2.01,1.8,1.925,1.925,2.07,2.07,NA,2.17,1.68,2.17,0.49
"591",591,591,591,"2016","13:10:00","Carlton","West Coast","MCG",75,82,NA,11,9,12,10,5.15,1.16,15,5.01,4.54,6.12,6.12,1.191,1.161,1.222,1.161,33.5,32.5,37.5,33.5,-33.5,-37.5,-32.5,-33.5,1.877,1.925,1.98,2,1.98,1.909,1.98,1.909,172.5,169.5,172.5,169.5,1.925,1.8,2,1.8,1.925,1.877,1.925,2.07,NA,5.15,1.16,5.15,3.99
"592",592,592,592,"2016","19:10:00","Adelaide","Collingwood","Adelaide Oval",97,69,NA,14,13,10,9,1.17,5.05,15,1.17,1.17,1.204,1.188,5.42,5.02,5.55,5.46,-32.5,-39.5,-32.5,-37.5,32.5,32.5,39.5,37.5,1.854,1.943,1.854,1.934,2,2,1.961,1.97,186.5,183.5,187.5,186.5,1.925,1.724,1.952,1.943,1.925,1.847,1.952,1.909,NA,1.17,1.17,5.05,3.88
"593",593,593,593,"2016","19:25:00","Western Bulldogs","Gold Coast","Cazaly’s Stadium",107,59,NA,15,17,8,11,1.1,6.76,15,1.149,1.111,1.149,1.116,5.94,5.94,8.04,7.78,-33.5,-43.5,-33.5,-43.5,33.5,33.5,43.5,43.5,1.925,1.98,1.925,1.98,1.925,1.925,1.925,1.925,158.5,158.5,168.5,168.5,1.925,1.826,1.952,1.952,1.925,1.925,1.9,1.9,NA,1.1,1.1,6.76,5.66
"594",594,594,594,"2016","16:35:00","North Melbourne","Port Adelaide","Marvel Stadium",77,105,NA,10,17,16,9,1.39,2.95,15,1.386,1.354,1.458,1.45,3.15,2.95,3.44,2.99,-17.5,-20.5,-14.5,-18.5,17.5,14.5,20.5,18.5,1.925,1.925,1.961,2.02,1.925,1.892,1.961,1.884,188.5,185.5,189.5,188.5,1.925,1.9,2.15,1.877,1.925,1.952,1.952,1.98,NA,1.39,1.39,2.95,1.56
"595",595,595,595,"2016","13:40:00","Richmond","Essendon","MCG",102,83,NA,16,6,11,17,1.16,5.19,15,1.194,1.176,1.21,1.185,4.97,4.92,5.72,5.54,-35.5,-35.5,-31.5,-34.5,35.5,31.5,35.5,34.5,1.98,1.909,1.943,1.99,1.877,1.943,2,1.917,178.5,176.5,180.5,180.5,1.925,1.84,2.03,1.98,1.925,1.925,1.97,1.877,NA,1.16,1.16,5.19,4.03
"596",596,596,596,"2016","18:10:00","Fremantle","Geelong","Domain Stadium",61,78,NA,9,7,11,12,3.42,1.31,15,4.28,3.3,4.81,3.67,1.242,1.204,1.377,1.33,31.5,19.5,31.5,19.5,-31.5,-31.5,-19.5,-19.5,1.854,1.854,1.917,1.943,2,1.934,2.04,1.961,166.5,166.5,166.5,166.5,1.925,1.813,2.14,2.06,1.925,1.751,2.05,1.806,NA,3.42,1.31,3.42,2.11
"597",597,597,597,"2016","19:20:00","Sydney","Hawthorn","SCG",70,75,NA,10,10,11,9,1.59,2.35,15,1.653,1.598,1.653,1.625,2.38,2.38,2.51,2.44,-7.5,-9.5,-7.5,-9.5,7.5,7.5,9.5,9.5,1.854,1.884,1.961,1.98,2,1.892,2.02,1.925,170.5,170.5,170.5,170.5,1.925,1.813,1.961,1.909,1.925,1.892,2.05,1.943,NA,1.59,1.59,2.35,0.76
"598",598,598,598,"2016","16:40:00","Essendon","St Kilda","Marvel Stadium",98,109,NA,14,14,17,7,6.15,1.12,15,6.17,5.97,6.96,6.52,1.141,1.129,1.153,1.148,41.5,40.5,41.5,40.5,-41.5,-41.5,-40.5,-40.5,1.925,1.8,1.925,1.934,1.925,1.925,2.1,1.97,176.5,176.5,176.5,176.5,1.925,1.833,2.05,1.833,1.925,1.813,2.03,2.03,NA,6.15,1.12,6.15,5.03
"599",599,599,599,"2016","13:20:00","West Coast","North Melbourne","Domain Stadium",104,72,NA,16,8,11,6,1.34,3.27,15,1.378,1.322,1.384,1.357,3.19,3.19,3.66,3.48,-17.5,-23.5,-17.5,-22.5,17.5,17.5,23.5,22.5,1.925,1.869,1.925,1.884,1.925,1.925,2.02,2.02,175.5,174.5,175.5,174.5,1.925,1.862,2.11,1.862,1.925,1.833,1.925,1.99,NA,1.34,1.34,3.27,1.93
"600",600,600,600,"2016","13:10:00","Carlton","Adelaide","MCG",47,107,NA,7,5,16,11,5.72,1.14,14,5.47,5.41,6.34,6.34,1.168,1.153,1.171,1.153,31.5,31.5,41.5,40.5,-31.5,-41.5,-31.5,-40.5,1.925,1.925,1.925,1.862,1.925,1.98,1.925,2.05,171.5,171.5,173.5,173.5,1.925,1.847,1.813,1.793,1.925,1.833,2.08,2.08,NA,5.72,1.14,5.72,4.58
"601",601,601,601,"2016","19:10:00","Melbourne","Fremantle","TIO Stadium",87,55,NA,12,15,8,7,1.51,2.53,15,1.416,1.416,1.613,1.552,3.01,2.47,3.01,2.63,-18.5,-18.5,-7.5,-13.5,18.5,7.5,18.5,13.5,1.925,1.925,1.961,2.03,1.925,1.892,1.925,1.877,168.5,164.5,168.5,166.5,1.925,1.9,1.925,1.8,1.925,1.925,1.925,2.07,NA,1.51,1.51,2.53,1.02
"602",602,602,602,"2016","19:25:00","Western Bulldogs","Richmond","Marvel Stadium",85,75,NA,12,13,11,9,1.19,4.73,15,1.223,1.196,1.243,1.196,4.52,4.4,5.31,5.31,-31.5,-35.5,-28.5,-35.5,31.5,28.5,35.5,35.5,1.925,1.884,1.943,2.01,1.925,1.909,2.02,1.9,173.5,171.5,173.5,172.5,1.925,1.813,1.925,1.806,1.925,1.892,1.925,2.06,NA,1.19,1.19,4.73,3.54
"603",603,603,603,"2016","16:35:00","Gold Coast","Brisbane","Metricon Stadium",139,113,NA,22,7,17,11,1.19,4.73,15,1.188,1.188,1.225,1.2,5.07,4.8,5.23,5.23,-30.5,-34.5,-30.5,-34.5,30.5,30.5,34.5,34.5,1.925,1.892,1.925,1.909,1.925,1.925,2,2,196.5,196.5,205.5,204.5,1.925,1.925,2.06,2.06,1.925,1.925,1.917,1.806,NA,1.19,1.19,4.73,3.54
"604",604,604,604,"2016","13:40:00","GWS Giants","Collingwood","Spotless Stadium",93,125,NA,14,9,19,11,1.1,6.84,15,1.076,1.076,1.136,1.125,9.1,6.9,9.1,7.38,-45.5,-47.5,-40.5,-46.5,45.5,40.5,47.5,46.5,1.925,1.854,1.925,2.03,1.925,1.925,2,1.877,173.5,173.5,183.5,180.5,1.925,1.925,1.925,2.03,1.925,1.925,1.961,1.833,NA,1.1,1.1,6.84,5.74
"605",605,605,605,"2016","19:50:00","Geelong","Sydney","GMHBA Stadium",60,98,NA,9,6,15,8,1.37,3.1,15,1.393,1.336,1.427,1.409,3.12,2.96,3.48,3.17,-16.5,-20.5,-16.5,-19.5,16.5,16.5,20.5,19.5,1.925,1.869,2,2.03,1.925,1.854,2.02,1.877,166.5,165.5,166.5,165.5,1.925,1.84,2.03,1.877,1.925,1.787,1.934,1.98,NA,1.37,1.37,3.1,1.73
"606",606,606,606,"2016","19:20:00","Port Adelaide","Hawthorn","Adelaide Oval",79,101,NA,12,7,15,11,2.16,1.69,15,2.29,2.07,2.41,2.2,1.662,1.602,1.8,1.751,9.5,2.5,9.5,4.5,-9.5,-9.5,-2.5,-4.5,1.877,1.97,1.877,1.943,1.98,1.98,1.934,1.961,184.5,184.5,186.5,186.5,1.925,1.751,2.09,2.05,1.925,1.925,2.05,1.813,NA,2.16,1.69,2.16,0.47
"607",607,607,607,"2016","15:20:00","Melbourne","Adelaide","MCG",98,120,NA,15,8,18,12,3.59,1.29,14,3.32,3.32,4.4,3.81,1.357,1.246,1.357,1.312,19.5,19.5,27.5,23.5,-19.5,-27.5,-19.5,-23.5,2,2,1.952,1.877,1.854,1.934,1.854,2.03,189.5,189.5,196.5,195.5,1.925,1.813,1.97,2.01,1.925,1.925,2.04,1.847,NA,3.59,1.29,3.59,2.3
"608",608,608,608,"2016","19:25:00","Carlton","Collingwood","MCG",45,57,NA,6,9,8,9,2.48,1.54,14,2.21,2.11,2.82,2.62,1.704,1.492,1.769,1.555,4.5,3.5,11.5,11.5,-4.5,-11.5,-3.5,-11.5,1.925,1.892,2.03,1.952,1.925,1.877,1.961,1.952,172.5,169.5,172.5,170.5,1.925,1.854,2.01,1.854,1.925,1.961,1.961,2,NA,2.48,1.54,2.48,0.94
"609",609,609,609,"2016","16:35:00","Sydney","Western Bulldogs","SCG",79,83,NA,11,13,13,5,1.39,2.99,14,1.362,1.362,1.526,1.416,3.28,2.67,3.28,3.14,-17.5,-17.5,-11.5,-16.5,17.5,11.5,17.5,16.5,1.952,1.892,1.943,1.97,1.952,1.943,1.97,1.934,169.5,168.5,169.5,168.5,1.925,1.943,2.06,1.943,1.925,1.909,1.97,1.909,NA,1.39,1.39,2.99,1.6
"610",610,610,610,"2016","13:40:00","Gold Coast","St Kilda","Metricon Stadium",108,68,NA,15,18,8,20,1.82,1.98,14,1.757,1.757,2.03,1.813,2.13,1.862,2.13,2.11,-3.5,-3.5,2.5,-2.5,3.5,-2.5,3.5,2.5,1.952,1.925,1.925,1.884,1.952,1.961,1.952,2.02,188.5,184.5,191.5,191.5,1.925,1.909,1.934,1.862,1.925,1.943,1.99,1.99,NA,1.82,1.82,1.98,0.16
"611",611,611,611,"2016","19:20:00","Port Adelaide","Richmond","Adelaide Oval",94,56,NA,14,10,8,8,1.35,3.22,15,1.38,1.307,1.408,1.357,3.19,3.18,3.65,3.48,-16.5,-24.5,-16.5,-20.5,16.5,16.5,24.5,20.5,1.952,1.9,1.952,1.925,1.952,1.952,1.952,1.98,182.5,181.5,182.5,181.5,1.925,1.813,1.99,2.32,1.925,1.645,1.925,1.645,NA,1.35,1.35,3.22,1.87
"612",612,612,612,"2016","18:10:00","West Coast","Essendon","Domain Stadium",130,52,NA,20,10,7,10,1.01,15.93,14,1.01,1.01,1.01,1.01,21,15,21,15,-72.5,-72.5,-59.5,-68.5,72.5,59.5,72.5,68.5,1.952,1.892,1.99,1.98,1.952,1.917,1.99,1.925,183.5,174.5,183.5,175.5,2.01,1.84,2.06,1.793,1.847,2.02,1.847,2.08,NA,1.01,1.01,15.93,14.92
"613",613,613,613,"2016","15:20:00","Hawthorn","Gold Coast","University of Tasmania Stadium",86,60,NA,12,14,8,12,1.04,9.61,15,1.03,1.03,1.06,1.05,11,8.5,11,9,-54.5,-54.5,-48.5,-51.5,54.5,48.5,54.5,51.5,1.877,1.877,2.01,1.943,1.98,1.847,1.98,1.961,194.5,191.5,194.5,194.5,1.925,1.892,2,1.961,1.925,1.961,1.925,1.892,"Pinnacle Sports didn't offer H2H odds for this fixture so bet365 odds are shown instead",1.04,1.04,9.61,8.57
"614",614,614,614,"2016","19:25:00","St Kilda","Geelong","Marvel Stadium",93,90,NA,14,9,13,12,5.3,1.15,15,5.71,5.71,5.71,5.71,1.177,1.177,1.177,1.177,34.5,34.5,36.5,36.5,-34.5,-36.5,-34.5,-36.5,1.925,1.892,2.01,1.925,1.925,1.9,1.961,1.98,182.5,182.5,182.5,182.5,1.925,1.892,2.05,1.934,1.925,1.813,1.961,1.917,NA,5.3,1.15,5.3,4.15
"615",615,615,615,"2016","16:35:00","GWS Giants","Carlton","Spotless Stadium",127,65,NA,18,19,9,11,1.06,9.21,15,1.1,1.071,1.1,1.071,8.67,8.67,10.98,10.98,-42.5,-56.5,-42.5,-56.5,42.5,42.5,56.5,56.5,1.925,1.869,1.925,1.877,1.925,1.925,2.04,2.03,179.5,179.5,179.5,179.5,1.925,1.862,1.99,1.862,1.925,1.862,1.99,1.99,NA,1.06,1.06,9.21,8.15
"616",616,616,616,"2016","13:40:00","Richmond","Brisbane","MCG",117,75,NA,17,15,11,9,1.06,8.92,15,1.09,1.074,1.09,1.074,8.21,8.21,10.71,10.71,-41.5,-57.5,-41.5,-57.5,41.5,41.5,57.5,57.5,1.925,1.862,1.925,1.952,1.925,1.925,2.05,1.952,190.5,190.5,195.5,195.5,1.925,1.925,2.16,2.05,1.925,1.925,1.99,1.813,NA,1.06,1.06,8.92,7.86
"617",617,617,617,"2016","19:50:00","Collingwood","Fremantle","MCG",85,37,NA,12,13,5,7,1.83,1.96,15,1.813,1.735,1.961,1.869,2.05,1.892,2.16,2.04,-2.5,-3.5,-2.5,-2.5,2.5,2.5,3.5,2.5,1.98,1.9,2.09,1.925,1.877,1.833,1.952,1.98,150.5,150.5,160.5,160.5,1.925,1.925,2.01,2.01,1.925,1.925,1.925,1.847,NA,1.83,1.83,1.96,0.13
