"","Season","Date","Round","Team","Opposition","Out","Reason"
"3716","2015","Jul 18, 2015","16","Carlton","Fremantle","Bryce Gibbs","muscle"
"3717","2015","Jul 18, 2015","16","Carlton","Fremantle","Dennis Armfield","arm"
"3718","2015","Jul 19, 2015","16","Melbourne","Brisbane Lions","Rohan Bewick","Omitted"
"3719","2015","Jul 19, 2015","16","Melbourne","Brisbane Lions","Jordon Bourke","Omitted"
"3720","2015","Jul 19, 2015","16","Melbourne","Brisbane Lions","Darcy Gardiner","Shoulder"
"3721","2015","Jul 19, 2015","16","Port Adelaide","Adelaide Crows","Karl Amon","Omitted"
"3722","2015","Jul 19, 2015","16","Port Adelaide","Adelaide Crows","Jasper Pittard","Ankle"
"3723","2015","Jul 19, 2015","16","Adelaide Crows","Port Adelaide","Nathan Van Berlo","Omitted"
"3724","2015","Jul 19, 2015","16","Adelaide Crows","Port Adelaide","Cam Ellis-Yolmen","Omitted"
"3725","2015","Jul 19, 2015","16","St Kilda","Richmond","Sebastian Ross","Omitted"
"3726","2015","Jul 19, 2015","16","St Kilda","Richmond","Tim Membrey","Omitted"
"3727","2015","Jul 19, 2015","16","St Kilda","Richmond","Adam Schneider","Omitted"
"3728","2015","Jul 19, 2015","16","Richmond","St Kilda","Ty Vickery","Suspension"
"3729","2015","Jul 19, 2015","16","Richmond","St Kilda","Shane Edwards","Leg"
"3730","2015","Jul 19, 2015","16","Richmond","St Kilda","Steven Morris","Omitted"
"3731","2015","Jul 24, 2015","17","Carlton","Hawthorn","Troy Menzel","Injured"
"3732","2015","Jul 24, 2015","17","Carlton","Hawthorn","Tom Fields","Omitted"
"3733","2015","Jul 24, 2015","17","Carlton","Hawthorn","Andrew Carrazzo","Foot"
"3734","2015","Jul 24, 2015","17","Hawthorn","Carlton","Ben Stratton","Ankle"
"3735","2015","Jul 24, 2015","17","Hawthorn","Carlton","Liam Shiels","Quad"
"3736","2015","Jul 25, 2015","17","GWS Giants","Geelong Cats","Cam McCarthy","Omitted"
"3737","2015","Jul 25, 2015","17","GWS Giants","Geelong Cats","Matt Buntine","Concussion"
"3738","2015","Jul 25, 2015","17","Geelong Cats","GWS Giants","Mathew Stokes","Omitted"
"3739","2015","Jul 25, 2015","17","Geelong Cats","GWS Giants","Jed Bews","Omitted"
"3740","2015","Jul 25, 2015","17","Richmond","Fremantle","Nathan Gordon","Omitted"
"3741","2015","Jul 25, 2015","17","Richmond","Fremantle","Matt McDonough","Omitted"
"3742","2015","Jul 25, 2015","17","Fremantle","Richmond","Hayden Ballantyne","tear"
"3743","2015","Jul 25, 2015","17","Essendon","Port Adelaide","Jason Ashby","Omitted"
"3744","2015","Jul 25, 2015","17","Port Adelaide","Essendon","Brendon Ah Chee","Omitted"
"3745","2015","Jul 25, 2015","17","Port Adelaide","Essendon","Paul Stewart","Omitted"
"3746","2015","Jul 25, 2015","17","Port Adelaide","Essendon","Nathan Krakouer","Hamstring"
"3747","2015","Jul 25, 2015","17","Brisbane Lions","North Melbourne","Pearce Hanley","Omitted"
"3748","2015","Jul 25, 2015","17","Brisbane Lions","North Melbourne","Dayne Beams","Omitted"
"3749","2015","Jul 25, 2015","17","Brisbane Lions","North Melbourne","Ryan Harwood","Hip"
"3750","2015","Jul 25, 2015","17","North Melbourne","Brisbane Lions","Jamie Macmillan","Hamstring"
"3751","2015","Jul 25, 2015","17","North Melbourne","Brisbane Lions","Aaron Black","Omitted"
"3752","2015","Jul 25, 2015","17","North Melbourne","Brisbane Lions","Aaron Mullett","Hamstring"
"3753","2015","Jul 26, 2015","17","Western Bulldogs","Collingwood","Jordan Roughead","Injured"
"3754","2015","Jul 26, 2015","17","Western Bulldogs","Collingwood","Tom Boyd","Omitted"
"3755","2015","Jul 26, 2015","17","Collingwood","Western Bulldogs","Travis Cloke","Calf"
"3756","2015","Jul 26, 2015","17","Collingwood","Western Bulldogs","Paul Seedsman","Omitted"
"3757","2015","Jul 26, 2015","17","Melbourne","St Kilda","Jay Kennedy-Harris","Omitted"
"3758","2015","Jul 26, 2015","17","Melbourne","St Kilda","Alex Neal-Bullen","Omitted"
"3759","2015","Jul 26, 2015","17","St Kilda","Melbourne","Farren Ray","Omitted"
"3760","2015","Jul 26, 2015","17","West Coast Eagles","Sydney Swans","Jeremy McGovern","Hamstring"
"3761","2015","Jul 26, 2015","17","Sydney Swans","West Coast Eagles","Lance Franklin","Omitted"
"3762","2015","Jul 26, 2015","17","Sydney Swans","West Coast Eagles","Ted Richards","Suspension"
"3763","2015","Jul 26, 2015","17","Sydney Swans","West Coast Eagles","Kurt Tippett","Hand"
"3764","2015","Jul 26, 2015","17","Sydney Swans","West Coast Eagles","Craig Bird","Calf"
"3765","2015","Jul 31, 2015","18","Hawthorn","Richmond","Jonathan O'Rourke","Omitted"
"3766","2015","Jul 31, 2015","18","Hawthorn","Richmond","Matt Spangher","Hamstring"
"3767","2015","Jul 31, 2015","18","Hawthorn","Richmond","Matthew Suckling","Soreness"
"3768","2015","Jul 31, 2015","18","Hawthorn","Richmond","Angus Litherland","Omitted"
"3769","2015","Jul 31, 2015","18","Richmond","Hawthorn","Ben Griffiths","Finger"
"3770","2015","Jul 31, 2015","18","Richmond","Hawthorn","Shaun Hampson","Ankle"
"3771","2015","Aug 01, 2015","18","Geelong Cats","Brisbane Lions","Cory Gregson","Managed"
"3772","2015","Aug 01, 2015","18","Brisbane Lions","Geelong Cats","James Aish","Hand"
"3773","2015","Aug 01, 2015","18","Brisbane Lions","Geelong Cats","Hugh Beasley","Omitted"
"3774","2015","Aug 01, 2015","18","Brisbane Lions","Geelong Cats","Brent Staker","Omitted"
"3775","2015","Aug 01, 2015","18","Collingwood","Melbourne","Jesse White","Omitted"
"3776","2015","Aug 01, 2015","18","Collingwood","Melbourne","Ben Kennedy","Omitted"
"3777","2015","Aug 01, 2015","18","Collingwood","Melbourne","Jarryd Blair","Omitted"
"3778","2015","Aug 01, 2015","18","Collingwood","Melbourne","Tyson Goldsack","Omitted"
"3779","2015","Aug 01, 2015","18","Collingwood","Melbourne","Adam Oxley","Rested"
"3780","2015","Aug 01, 2015","18","Melbourne","Collingwood","Billy Stretch","Omitted"
"3781","2015","Aug 01, 2015","18","Sydney Swans","Adelaide Crows","Mike Pyke","Knee"
"3782","2015","Aug 01, 2015","18","Sydney Swans","Adelaide Crows","Xavier Richards","Omitted"
"3783","2015","Aug 01, 2015","18","Sydney Swans","Adelaide Crows","Zak Jones","Omitted"
"3784","2015","Aug 01, 2015","18","Sydney Swans","Adelaide Crows","Adam Goodes","leave"
"3785","2015","Aug 01, 2015","18","Adelaide Crows","Sydney Swans","Brodie Martin","Omitted"
"3786","2015","Aug 01, 2015","18","Adelaide Crows","Sydney Swans","Rory Atkins","Omitted"
"3787","2015","Aug 01, 2015","18","Adelaide Crows","Sydney Swans","Sam Shaw","Omitted"
"3788","2015","Aug 01, 2015","18","Carlton","North Melbourne","Brad Walsh","Omitted"
"3789","2015","Aug 01, 2015","18","Carlton","North Melbourne","Blaine Johnson","Omitted"
"3790","2015","Aug 01, 2015","18","Carlton","North Melbourne","Liam Jones","Omitted"
"3791","2015","Aug 01, 2015","18","Carlton","North Melbourne","Nick Holman","Suspension"
"3792","2015","Aug 01, 2015","18","Gold Coast Suns","West Coast Eagles","Zac Smith","Omitted"
"3793","2015","Aug 01, 2015","18","Gold Coast Suns","West Coast Eagles","Trent McKenzie","Hamstring"
"3794","2015","Aug 01, 2015","18","Gold Coast Suns","West Coast Eagles","Michael Rischitelli","Reasons"
"3795","2015","Aug 01, 2015","18","Gold Coast Suns","West Coast Eagles","Alex Sexton","Knee"
"3796","2015","Aug 01, 2015","18","Gold Coast Suns","West Coast Eagles","Gary Ablett","Knee"
"3797","2015","Aug 02, 2015","18","Port Adelaide","St Kilda","Angus Monfries","Omitted"
"3798","2015","Aug 02, 2015","18","Port Adelaide","St Kilda","Jarman Impey","Omitted"
"3799","2015","Aug 02, 2015","18","St Kilda","Port Adelaide","Sam Gilbert","Groin"
"3800","2015","Aug 02, 2015","18","St Kilda","Port Adelaide","Jack Lonie","Rest"
"3801","2015","Aug 02, 2015","18","St Kilda","Port Adelaide","Nick Riewoldt","Soreness"
"3802","2015","Aug 02, 2015","18","Essendon","Western Bulldogs","Shaun Edwards","Omitted"
"3803","2015","Aug 02, 2015","18","Essendon","Western Bulldogs","Ben Howlett","Omitted"
"3804","2015","Aug 02, 2015","18","Essendon","Western Bulldogs","Michael Hurley","Knee"
"3805","2015","Aug 02, 2015","18","Essendon","Western Bulldogs","Shaun McKernan","Omitted"
"3806","2015","Aug 02, 2015","18","Fremantle","GWS Giants","Nat Fyfe","Groin"
"3807","2015","Aug 02, 2015","18","Fremantle","GWS Giants","Clancee Pearce","Omitted"
"3808","2015","Aug 02, 2015","18","Fremantle","GWS Giants","Matt Taberner","Omitted"
"3809","2015","Aug 02, 2015","18","GWS Giants","Fremantle","Rhys Palmer","Hamstring"
"3810","2015","Aug 02, 2015","18","GWS Giants","Fremantle","Curtly Hampton","Omitted"
"3811","2015","Aug 02, 2015","18","GWS Giants","Fremantle","Nick Haynes","Groin"
"3812","2015","Aug 02, 2015","18","GWS Giants","Fremantle","Devon Smith","Knee"
"3813","2015","Aug 02, 2015","18","GWS Giants","Fremantle","Zac Williams","Hamstring"
"3814","2015","Aug 07, 2015","19","Adelaide Crows","Richmond","Matthew Wright","Omitted"
"3815","2015","Aug 07, 2015","19","Adelaide Crows","Richmond","Richard Douglas","Removed"
"3816","2015","Aug 07, 2015","19","Richmond","Adelaide Crows","Brett Deledio","Omitted"
"3817","2015","Aug 08, 2015","19","Collingwood","Carlton","Jarrod Witts","Omitted"
"3818","2015","Aug 08, 2015","19","Collingwood","Carlton","Jordan De Goey","Rested"
"3819","2015","Aug 08, 2015","19","Collingwood","Carlton","Sam Dwyer","Omitted"
"3820","2015","Aug 08, 2015","19","Collingwood","Carlton","Paul Seedsman","Omitted"
"3821","2015","Aug 08, 2015","19","Carlton","Collingwood","Chris Yarran","Omitted"
"3822","2015","Aug 08, 2015","19","Carlton","Collingwood","Troy Menzel","Omitted"
"3823","2015","Aug 08, 2015","19","Carlton","Collingwood","Jason Tutt","Omitted"
"3824","2015","Aug 08, 2015","19","Western Bulldogs","Port Adelaide","Jason Johannisen","Injury"
"3825","2015","Aug 08, 2015","19","Western Bulldogs","Port Adelaide","Robert Murphy","Soreness"
"3826","2015","Aug 08, 2015","19","Western Bulldogs","Port Adelaide","Josh Prudden","Soreness"
"3827","2015","Aug 08, 2015","19","Port Adelaide","Western Bulldogs","Ollie Wines","Shoulder"
"3828","2015","Aug 08, 2015","19","Brisbane Lions","Gold Coast Suns","Matthew Leuenberger","Leg"
"3829","2015","Aug 08, 2015","19","Brisbane Lions","Gold Coast Suns","Nick Robertson","Omitted"
"3830","2015","Aug 08, 2015","19","Brisbane Lions","Gold Coast Suns","Dayne Beams","Shoulder"
"3831","2015","Aug 08, 2015","19","Gold Coast Suns","Brisbane Lions","Joshua Glenn","Omitted"
"3832","2015","Aug 08, 2015","19","Gold Coast Suns","Brisbane Lions","Rory Thompson","Ankle"
"3833","2015","Aug 08, 2015","19","Geelong Cats","Sydney Swans","Shane Kersten","Toe"
"3834","2015","Aug 08, 2015","19","Geelong Cats","Sydney Swans","Steve Johnson","Suspension"
"3835","2015","Aug 08, 2015","19","Geelong Cats","Sydney Swans","Billie Smedts","Omitted"
"3836","2015","Aug 08, 2015","19","Sydney Swans","Geelong Cats","Lance Franklin","Back"
"3837","2015","Aug 08, 2015","19","Sydney Swans","Geelong Cats","Ben McGlynn","Omitted"
"3838","2015","Aug 08, 2015","19","West Coast Eagles","Hawthorn","Callum Sinclair","Omitted"
"3839","2015","Aug 08, 2015","19","West Coast Eagles","Hawthorn","Josh Hill","Omitted"
"3840","2015","Aug 08, 2015","19","West Coast Eagles","Hawthorn","Nic Naitanui","Personal"
"3841","2015","Aug 08, 2015","19","West Coast Eagles","Hawthorn","Tom Barrass","Omitted"
"3842","2015","Aug 08, 2015","19","Hawthorn","West Coast Eagles","Brian Lake","Omitted"
"3843","2015","Aug 08, 2015","19","Hawthorn","West Coast Eagles","David Hale","Soreness"
"3844","2015","Aug 09, 2015","19","Melbourne","North Melbourne","Aaron Vandenberg","Ankle"
"3845","2015","Aug 09, 2015","19","North Melbourne","Melbourne","Kayne Turner","Omitted"
"3846","2015","Aug 09, 2015","19","North Melbourne","Melbourne","Ryan Bastinac","Omitted"
"3847","2015","Aug 09, 2015","19","North Melbourne","Melbourne","Michael Firrito","Suspension"
"3848","2015","Aug 09, 2015","19","GWS Giants","Essendon","Adam Tomlinson","Omitted"
"3849","2015","Aug 09, 2015","19","GWS Giants","Essendon","Jack Steele","Omitted"
"3850","2015","Aug 09, 2015","19","GWS Giants","Essendon","James Stewart","Omitted"
"3851","2015","Aug 09, 2015","19","GWS Giants","Essendon","Tom Downie","Omitted"
"3852","2015","Aug 09, 2015","19","GWS Giants","Essendon","Jed Lamb","Omitted"
"3853","2015","Aug 09, 2015","19","GWS Giants","Essendon","Matt Buntine","Concussion"
"3854","2015","Aug 09, 2015","19","Essendon","GWS Giants","Jake Melksham","Omitted"
"3855","2015","Aug 09, 2015","19","Essendon","GWS Giants","Zach Merrett","Foot"
"3856","2015","Aug 09, 2015","19","Essendon","GWS Giants","Patrick Ambrose","Omitted"
"3857","2015","Aug 09, 2015","19","Essendon","GWS Giants","Alex Browne","Omitted"
"3858","2015","Aug 09, 2015","19","St Kilda","Fremantle","Jimmy Webster","Groin"
"3859","2015","Aug 09, 2015","19","St Kilda","Fremantle","Luke Dunstan","Soreness"
"3860","2015","Aug 09, 2015","19","St Kilda","Fremantle","Billy Longer","Soreness"
"3861","2015","Aug 09, 2015","19","St Kilda","Fremantle","Tim Membrey","Omitted"
"3862","2015","Aug 09, 2015","19","St Kilda","Fremantle","Adam Schneider","Omitted"
"3863","2015","Aug 09, 2015","19","St Kilda","Fremantle","Eli Templeton","Omitted"
"3864","2015","Aug 09, 2015","19","Fremantle","St Kilda","Zac Dawson","Suspension"
"3865","2015","Aug 14, 2015","20","Sydney Swans","Collingwood","Toby Nankervis","Omitted"
"3866","2015","Aug 14, 2015","20","Sydney Swans","Collingwood","Zak Jones","Omitted"
"3867","2015","Aug 14, 2015","20","Collingwood","Sydney Swans","Brayden Maynard","Omitted"
"3868","2015","Aug 14, 2015","20","Collingwood","Sydney Swans","Matthew Scharenberg","Omitted"
"3869","2015","Aug 15, 2015","20","Essendon","Adelaide Crows","Nick O'Brien","Omitted"
"3870","2015","Aug 15, 2015","20","Essendon","Adelaide Crows","James Gwilt","Groin"
"3871","2015","Aug 15, 2015","20","Essendon","Adelaide Crows","Adam Cooney","Suspension"
"3872","2015","Aug 15, 2015","20","North Melbourne","St Kilda","Aaron Mullett","Omitted"
"3873","2015","Aug 15, 2015","20","St Kilda","North Melbourne","Paddy McCartin","Soreness"
"3874","2015","Aug 15, 2015","20","St Kilda","North Melbourne","Jack Lonie","Leg"
"3875","2015","Aug 15, 2015","20","St Kilda","North Melbourne","Shane Savage","Hip"
"3876","2015","Aug 15, 2015","20","St Kilda","North Melbourne","Daniel McKenzie","Concussion"
"3877","2015","Aug 15, 2015","20","Port Adelaide","GWS Giants","Aaron Young","Omitted"
"3878","2015","Aug 15, 2015","20","Port Adelaide","GWS Giants","Matthew Lobbe","Omitted"
"3879","2015","Aug 15, 2015","20","Port Adelaide","GWS Giants","Sam Colquhoun","Omitted"
"3880","2015","Aug 15, 2015","20","Port Adelaide","GWS Giants","Andrew Moore","Omitted"
"3881","2015","Aug 15, 2015","20","Port Adelaide","GWS Giants","Jay Schulz","Omitted"
"3882","2015","Aug 15, 2015","20","Port Adelaide","GWS Giants","Tom Clurey","Omitted"
"3883","2015","Aug 15, 2015","20","GWS Giants","Port Adelaide","Stephen Coniglio","Concussion"
"3884","2015","Aug 15, 2015","20","GWS Giants","Port Adelaide","Adam Treloar","Groin"
"3885","2015","Aug 15, 2015","20","GWS Giants","Port Adelaide","Tom Scully","Shoulder"
"3886","2015","Aug 15, 2015","20","Geelong Cats","Hawthorn","Tom Lonergan","Omitted"
"3887","2015","Aug 15, 2015","20","Geelong Cats","Hawthorn","Mitch Duncan","Injured"
"3888","2015","Aug 15, 2015","20","Hawthorn","Geelong Cats","Jonathon Ceglar","Soreness"
"3889","2015","Aug 15, 2015","20","Hawthorn","Geelong Cats","Taylor Duryea","Omitted"
"3890","2015","Aug 15, 2015","20","Hawthorn","Geelong Cats","Ryan Schoenmakers","Omitted"
"3891","2015","Aug 15, 2015","20","Brisbane Lions","Carlton","Rohan Bewick","Omitted"
"3892","2015","Aug 15, 2015","20","Brisbane Lions","Carlton","Justin Clarke","Jaw"
"3893","2015","Aug 15, 2015","20","Carlton","Brisbane Lions","Cameron Wood","Omitted"
"3894","2015","Aug 15, 2015","20","Carlton","Brisbane Lions","Simon White","Knee"
"3895","2015","Aug 15, 2015","20","Carlton","Brisbane Lions","Levi Casboult","Knee"
"3896","2015","Aug 16, 2015","20","Richmond","Gold Coast Suns","Reece Conca","Hamstring"
"3897","2015","Aug 16, 2015","20","Richmond","Gold Coast Suns","Shaun Hampson","Omitted"
"3898","2015","Aug 16, 2015","20","Richmond","Gold Coast Suns","Dylan Grimes","Hamstring"
"3899","2015","Aug 16, 2015","20","Gold Coast Suns","Richmond","Henry Schade","Omitted"
"3900","2015","Aug 16, 2015","20","Gold Coast Suns","Richmond","Trent McKenzie","Hamstring"
"3901","2015","Aug 16, 2015","20","Gold Coast Suns","Richmond","Sean Lemmens","Omitted"
"3902","2015","Aug 16, 2015","20","Western Bulldogs","Melbourne","Bailey Dale","Omitted"
"3903","2015","Aug 16, 2015","20","Melbourne","Western Bulldogs","Dom Tyson","Hamstring"
"3904","2015","Aug 16, 2015","20","Fremantle","West Coast Eagles","Luke McPharlin","Calf"
"3905","2015","Aug 16, 2015","20","Fremantle","West Coast Eagles","Lachie Weller","Omitted"
"3906","2015","Aug 16, 2015","20","West Coast Eagles","Fremantle","Jeremy McGovern","Hamstring"
"3907","2015","Aug 16, 2015","20","West Coast Eagles","Fremantle","Scott Selwood","Ankle"
"3908","2015","Aug 16, 2015","20","West Coast Eagles","Fremantle","Mark LeCras","Suspension"
"3909","2015","Aug 21, 2015","21","Hawthorn","Port Adelaide","Daniel Howe","Omitted"
"3910","2015","Aug 21, 2015","21","Hawthorn","Port Adelaide","David Hale","Omitted"
"3911","2015","Aug 21, 2015","21","Port Adelaide","Hawthorn","Jackson Trengove","Shoulder"
"3912","2015","Aug 22, 2015","21","Collingwood","Richmond","Nathan J. Brown","Suspension"
"3913","2015","Aug 22, 2015","21","Richmond","Collingwood","Matt Thomas","Omitted"
"3914","2015","Aug 22, 2015","21","GWS Giants","Sydney Swans","Phil Davis","Hamstring"
"3915","2015","Aug 22, 2015","21","GWS Giants","Sydney Swans","Jack Steele","Rested"
"3916","2015","Aug 22, 2015","21","GWS Giants","Sydney Swans","Devon Smith","Knee"
"3917","2015","Aug 22, 2015","21","Sydney Swans","GWS Giants","Luke Parker","Leg"
"3918","2015","Aug 22, 2015","21","Sydney Swans","GWS Giants","Tom Mitchell","Eye"
"3919","2015","Aug 22, 2015","21","Sydney Swans","GWS Giants","Gary Rohan","Knee"
"3920","2015","Aug 22, 2015","21","Gold Coast Suns","Essendon","Charlie Dixon","Ankle"
"3921","2015","Aug 22, 2015","21","Gold Coast Suns","Essendon","Andrew Boston","Omitted"
"3922","2015","Aug 22, 2015","21","Gold Coast Suns","Essendon","Tom Nicholls","Knee"
"3923","2015","Aug 22, 2015","21","Gold Coast Suns","Essendon","Jarrod Harbrow","Knee"
"3924","2015","Aug 22, 2015","21","Gold Coast Suns","Essendon","Clay Cameron","Omitted"
"3925","2015","Aug 22, 2015","21","Essendon","Gold Coast Suns","Kyle Langford","Omitted"
"3926","2015","Aug 22, 2015","21","Essendon","Gold Coast Suns","Tayte Pears","Omitted"
"3927","2015","Aug 22, 2015","21","Essendon","Gold Coast Suns","David Myers","Back"
"3928","2015","Aug 22, 2015","21","Essendon","Gold Coast Suns","Ariel Steinberg","Omitted"
"3929","2015","Aug 22, 2015","21","Essendon","Gold Coast Suns","Jonathan Giles","Knee"
"3930","2015","Aug 22, 2015","21","St Kilda","Geelong Cats","Dylan Roberton","Ankle"
"3931","2015","Aug 22, 2015","21","St Kilda","Geelong Cats","Blake Acres","Quad"
"3932","2015","Aug 22, 2015","21","St Kilda","Geelong Cats","Billy Longer","Shoulder"
"3933","2015","Aug 22, 2015","21","St Kilda","Geelong Cats","Jack Sinclair","Shoulder"
"3934","2015","Aug 22, 2015","21","St Kilda","Geelong Cats","Sean Dempster","Nose"
"3935","2015","Aug 22, 2015","21","St Kilda","Geelong Cats","David Armitage","Shoulder"
"3936","2015","Aug 22, 2015","21","St Kilda","Geelong Cats","Nathan Wright","Finger"
