"","X","Day","Date","Year","Time","Home","Away","Attendance","Venue","Home.Odds","Away.Odds","Line","Favorite","Underdog","Differential","venueavg","Attendance_Differential","HomeVenueAvg","HomeDifferential","HomeDifferentialPct","TimeBucket"
"515",515,"Fri","20-Jul-2012",2012,"7:50","Geelong","Essendon",50066,"Docklands",2.02,1.76,NA,1.76,2.02,0.26,31157.9865168539,18908.0134831461,39256,10810,0.275371917668637,7
"516",516,"Sun","15-Jul-2012",2012,"2:40","West Coast","Sydney",39152,"Subiaco",1.69,2.13,NA,1.69,2.13,0.44,35153.3529411765,3998.64705882353,36141.247311828,3010.75268817204,0.0833051682526383,2
"517",517,"Sun","15-Jul-2012",2012,"3:15","Western Bulldogs","Hawthorn",24754,"Docklands",10.07,1.04,NA,1.04,10.07,9.03,31157.9865168539,-6403.98651685393,28841.2391304348,-4087.23913043478,-0.141715101488886,3
"518",518,"Sun","15-Jul-2012",2012,"1:10","Greater Western Sydney","Adelaide",7669,"Sydney",16.46,1.01,NA,1.01,16.46,15.45,10800.6603773585,-3131.66037735849,10800.6603773585,-3131.66037735849,-0.289950824111034,1
"519",519,"Sat","14-Jul-2012",2012,"7:40","Brisbane Lions","St Kilda",19228,"Gabba",2.53,1.51,NA,1.51,2.53,1.02,20680.4862385321,-1452.48623853211,20786.5428571429,-1558.54285714286,-0.0749784544671071,7
"520",520,"Sat","14-Jul-2012",2012,"7:40","Geelong","Collingwood",61717,"M.C.G.",2.65,1.48,NA,1.48,2.65,1.17,50394.4829157175,11322.5170842825,63025.65,-1308.65,-0.0207637684022299,7
"521",521,"Sat","14-Jul-2012",2012,"4:40","Richmond","Gold Coast",10961,"Cazaly's",1.16,5.18,NA,1.16,5.18,4.02,9222.5,1738.5,10996.6666666667,-35.6666666666661,-0.00324340709305845,4
"522",522,"Sat","14-Jul-2012",2012,"1:40","Port Adelaide","Essendon",17344,"Football",2.7,1.45,NA,1.45,2.7,1.25,29323.4845360825,-11979.4845360825,22682.2291666667,-5338.22916666667,-0.235348524496508,1
"523",523,"Sat","14-Jul-2012",2012,"1:45","Melbourne","Fremantle",13284,"Docklands",3.16,1.35,NA,1.35,3.16,1.81,31157.9865168539,-17873.9865168539,16716.5,-3432.5,-0.205336045224778,1
"524",524,"Fri","13-Jul-2012",2012,"7:50","North Melbourne","Carlton",46423,"Docklands",2.12,1.7,NA,1.7,2.12,0.42,31157.9865168539,15265.0134831461,27670.4819277108,18752.5180722892,0.677708401367209,7
"525",525,"Sun","08-Jul-2012",2012,"2:40","Fremantle","Western Bulldogs",30420,"Subiaco",1.19,4.73,NA,1.19,4.73,3.54,35153.3529411765,-4733.35294117647,34175.9680851064,-3755.96808510638,-0.109900854183651,2
"526",526,"Sun","08-Jul-2012",2012,"3:15","Gold Coast","Geelong",15824,"Carrara",12.68,1.03,NA,1.03,12.68,11.65,14013.1604938272,1810.83950617284,14048.65,1775.35,0.126371573069298,3
"527",527,"Sun","08-Jul-2012",2012,"1:10","Hawthorn","Greater Western Sydney",26518,"M.C.G.",1,21,NA,1,21,20,50394.4829157175,-23876.4829157175,49782.9508196721,-23264.9508196721,-0.467327678183327,1
"528",528,"Sat","07-Jul-2012",2012,"7:10","Port Adelaide","Adelaide",34829,"Football",3.73,1.27,NA,1.27,3.73,2.46,29323.4845360825,5505.51546391753,22682.2291666667,12146.7708333333,0.53551927123565,7
"529",529,"Sat","07-Jul-2012",2012,"7:40","St Kilda","Essendon",45838,"Docklands",2.93,1.4,NA,1.4,2.93,1.53,31157.9865168539,14680.0134831461,30626.3473684211,15211.6526315789,0.496685172691006,7
"530",530,"Sat","07-Jul-2012",2012,"4:40","Sydney","Brisbane Lions",19419,"S.C.G.",1.17,5.05,NA,1.17,5.05,3.88,29955.7356321839,-10536.7356321839,29955.7356321839,-10536.7356321839,-0.35174351121137,4
"531",531,"Sat","07-Jul-2012",2012,"2:10","Melbourne","Richmond",46773,"M.C.G.",4.72,1.18,NA,1.18,4.72,3.54,50394.4829157175,-3621.48291571754,35367.7023809524,11405.2976190476,0.322477765058045,2
"532",532,"Sat","07-Jul-2012",2012,"1:45","North Melbourne","West Coast",14113,"Bellerive",2.67,1.46,NA,1.46,2.67,1.21,12573.0555555556,1539.94444444445,12573.0555555556,1539.94444444445,0.122479729580452,1
"533",533,"Fri","06-Jul-2012",2012,"7:50","Collingwood","Carlton",75890,"M.C.G.",1.2,4.46,NA,1.2,4.46,3.26,50394.4829157175,25495.5170842825,57107.1149425287,18782.8850574713,0.328906215563051,7
"534",534,"Sun","01-Jul-2012",2012,"4:40","St Kilda","North Melbourne",33106,"Docklands",1.38,2.97,NA,1.38,2.97,1.59,31157.9865168539,1948.01348314607,30626.3473684211,2479.65263157895,0.0809646870960436,4
"535",535,"Sun","01-Jul-2012",2012,"3:15","Brisbane Lions","Melbourne",22144,"Gabba",1.18,4.91,NA,1.18,4.91,3.73,20680.4862385321,1463.51376146789,20786.5428571429,1357.45714285714,0.0653046132868931,3
"536",536,"Sun","01-Jul-2012",2012,"1:10","Geelong","Port Adelaide",13736,"Kardinia",1.04,11.25,NA,1.04,11.25,10.21,24884.9718309859,-11148.9718309859,24884.9718309859,-11148.9718309859,-0.448020271298985,1
"537",537,"Sat","30-Jun-2012",2012,"7:40","Essendon","Western Bulldogs",40824,"Docklands",1.19,4.61,NA,1.19,4.61,3.42,31157.9865168539,9666.01348314607,36322.6666666667,4501.33333333334,0.123926290287057,7
"538",538,"Sat","30-Jun-2012",2012,"7:40","Sydney","Greater Western Sydney",22565,"Stadium",1.01,19.94,NA,1.01,19.94,18.93,33788.3,-11223.3,34104.0555555556,-11539.0555555556,-0.338348485761713,7
"539",539,"Sat","30-Jun-2012",2012,"2:40","West Coast","Gold Coast",34592,"Subiaco",1.01,19.42,NA,1.01,19.42,18.41,35153.3529411765,-561.352941176468,36141.247311828,-1549.24731182796,-0.0428664594351434,2
"540",540,"Sat","30-Jun-2012",2012,"1:40","Adelaide","Richmond",33780,"Football",1.4,2.88,NA,1.4,2.88,1.48,29323.4845360825,4456.51546391753,35829.2040816327,-2049.20408163266,-0.0571936813601492,1
"541",541,"Sat","30-Jun-2012",2012,"1:45","Collingwood","Fremantle",44891,"M.C.G.",1.1,7.11,NA,1.1,7.11,6.01,50394.4829157175,-5503.48291571754,57107.1149425287,-12216.1149425287,-0.213915813376718,1
"542",542,"Fri","29-Jun-2012",2012,"7:50","Carlton","Hawthorn",65047,"M.C.G.",3.43,1.3,NA,1.3,3.43,2.13,50394.4829157175,14652.5170842825,52695.2941176471,12351.7058823529,0.234398651514813,7
"543",543,"Sun","24-Jun-2012",2012,"4:40","North Melbourne","Adelaide",18866,"Docklands",3.12,1.35,NA,1.35,3.12,1.77,31157.9865168539,-12291.9865168539,27670.4819277108,-8804.48192771084,-0.318190407767836,4
"544",544,"Sun","24-Jun-2012",2012,"3:15","Melbourne","Greater Western Sydney",20070,"M.C.G.",1.28,3.67,NA,1.28,3.67,2.39,50394.4829157175,-30324.4829157175,35367.7023809524,-15297.7023809524,-0.432533112164818,3
"545",545,"Sat","23-Jun-2012",2012,"5:40","Fremantle","Essendon",34567,"Subiaco",2.2,1.65,NA,1.65,2.2,0.55,35153.3529411765,-586.352941176468,34175.9680851064,391.031914893618,0.0114417216776378,5
"546",546,"Sat","23-Jun-2012",2012,"4:40","Collingwood","West Coast",62957,"M.C.G.",1.4,2.91,NA,1.4,2.91,1.51,50394.4829157175,12562.5170842825,57107.1149425287,5849.88505747126,0.102437061710409,4
"547",547,"Sat","23-Jun-2012",2012,"1:40","Western Bulldogs","Brisbane Lions",20146,"Docklands",1.36,3.09,NA,1.36,3.09,1.73,31157.9865168539,-11011.9865168539,28841.2391304348,-8695.23913043478,-0.301486322800157,1
"548",548,"Fri","22-Jun-2012",2012,"7:50","Sydney","Geelong",27400,"S.C.G.",1.6,2.3,NA,1.6,2.3,0.7,29955.7356321839,-2555.73563218391,29955.7356321839,-2555.73563218391,-0.0853170712802683,7
"549",549,"Sun","17-Jun-2012",2012,"4:40","Western Bulldogs","Port Adelaide",16036,"Docklands",1.45,2.77,NA,1.45,2.77,1.32,31157.9865168539,-15121.9865168539,28841.2391304348,-12805.2391304348,-0.443990602224924,4
"550",550,"Sun","17-Jun-2012",2012,"1:10","Hawthorn","Brisbane Lions",35492,"M.C.G.",1.06,8.94,NA,1.06,8.94,7.88,50394.4829157175,-14902.4829157175,49782.9508196721,-14290.9508196721,-0.287065161553761,1
"551",551,"Sat","16-Jun-2012",2012,"7:40","Gold Coast","North Melbourne",10170,"Carrara",5.21,1.16,NA,1.16,5.21,4.05,14013.1604938272,-3843.16049382716,14048.65,-3878.65,-0.276087026155538,7
"552",552,"Sat","16-Jun-2012",2012,"2:10","Greater Western Sydney","Richmond",7538,"Sydney",10.93,1.04,NA,1.04,10.93,9.89,10800.6603773585,-3262.66037735849,10800.6603773585,-3262.66037735849,-0.302079712107051,2
"553",553,"Fri","15-Jun-2012",2012,"8:10","Adelaide","St Kilda",36394,"Football",1.47,2.67,NA,1.47,2.67,1.2,29323.4845360825,7070.51546391753,35829.2040816327,564.795918367345,0.0157635630721945,8
"554",554,"Thu","14-Jun-2012",2012,"5:40","West Coast","Carlton",34224,"Subiaco",1.28,3.66,NA,1.28,3.66,2.38,35153.3529411765,-929.352941176468,36141.247311828,-1917.24731182796,-0.0530487311432802,5
"555",555,"Mon","11-Jun-2012",2012,"3:15","Melbourne","Collingwood",64250,"M.C.G.",8.9,1.06,NA,1.06,8.9,7.84,50394.4829157175,13855.5170842825,35367.7023809524,28882.2976190476,0.816629175057819,3
"556",556,"Sun","10-Jun-2012",2012,"4:10","Port Adelaide","Hawthorn",26638,"Football",3.95,1.25,NA,1.25,3.95,2.7,29323.4845360825,-2685.48453608247,22682.2291666667,3955.77083333333,0.174399562065383,4
"557",557,"Sat","09-Jun-2012",2012,"7:40","Essendon","Sydney",42785,"Docklands",1.5,2.55,NA,1.5,2.55,1.05,31157.9865168539,11627.0134831461,36322.6666666667,6462.33333333334,0.177914617135306,7
"558",558,"Sat","09-Jun-2012",2012,"4:40","Gold Coast","St Kilda",12534,"Carrara",7.41,1.09,NA,1.09,7.41,6.32,14013.1604938272,-1479.16049382716,14048.65,-1514.65,-0.107814629875468,4
"559",559,"Sat","09-Jun-2012",2012,"1:40","Richmond","Fremantle",43801,"M.C.G.",1.2,4.43,NA,1.2,4.43,3.23,50394.4829157175,-6593.48291571754,50149.0454545455,-6348.04545454546,-0.126583574961546,1
"560",560,"Fri","08-Jun-2012",2012,"7:50","Carlton","Geelong",47632,"Docklands",2.74,1.44,NA,1.44,2.74,1.3,31157.9865168539,16474.0134831461,32309.6481481481,15322.3518518519,0.474234562431472,7
"561",561,"Sun","03-Jun-2012",2012,"4:40","Collingwood","Gold Coast",36913,"M.C.G.",1.01,16.31,NA,1.01,16.31,15.3,50394.4829157175,-13481.4829157175,57107.1149425287,-20194.1149425287,-0.353618195611031,4
"562",562,"Sun","03-Jun-2012",2012,"3:15","Sydney","Western Bulldogs",13505,"S.C.G.",1.28,3.59,NA,1.28,3.59,2.31,29955.7356321839,-16450.7356321839,29955.7356321839,-16450.7356321839,-0.549168140424818,3
"563",563,"Sun","03-Jun-2012",2012,"1:10","Brisbane Lions","West Coast",15546,"Gabba",4.67,1.19,NA,1.19,4.67,3.48,20680.4862385321,-5134.48623853211,20786.5428571429,-5240.54285714286,-0.252112286932892,1
"564",564,"Sat","02-Jun-2012",2012,"7:40","Essendon","Melbourne",42987,"M.C.G.",1.04,10.88,NA,1.04,10.88,9.84,50394.4829157175,-7407.48291571754,61878.2051282051,-18891.2051282051,-0.30529659173314,7
"565",565,"Sat","02-Jun-2012",2012,"7:10","Port Adelaide","Carlton",24746,"Football",3.11,1.36,NA,1.36,3.11,1.75,29323.4845360825,-4577.48453608247,22682.2291666667,2063.77083333333,0.0909862438197303,7
"566",566,"Sat","02-Jun-2012",2012,"2:40","Fremantle","Adelaide",31392,"Subiaco",2.37,1.57,NA,1.57,2.37,0.8,35153.3529411765,-3761.35294117647,34175.9680851064,-2783.96808510638,-0.0814598163883356,2
"567",567,"Sat","02-Jun-2012",2012,"2:10","Hawthorn","North Melbourne",16143,"York",1.26,3.81,NA,1.26,3.81,2.55,14457.1578947368,1685.84210526316,14457.1578947368,1685.84210526316,0.11660951049562,2
"568",568,"Sat","02-Jun-2012",2012,"1:45","Geelong","Greater Western Sydney",17243,"Kardinia",1.01,19.57,NA,1.01,19.57,18.56,24884.9718309859,-7641.97183098592,24884.9718309859,-7641.97183098592,-0.307091841730373,1
"569",569,"Fri","01-Jun-2012",2012,"7:50","St Kilda","Richmond",49337,"Docklands",1.85,1.91,NA,1.85,1.91,0.0599999999999998,31157.9865168539,18179.0134831461,30626.3473684211,18710.6526315789,0.610933207492826,7
"570",570,"Sun","27-May-2012",2012,"2:40","West Coast","Fremantle",40905,"Subiaco",1.35,3.12,NA,1.35,3.12,1.77,35153.3529411765,5751.64705882353,36141.247311828,4763.75268817204,0.131809304949279,2
"571",571,"Sun","27-May-2012",2012,"3:15","Carlton","Melbourne",28371,"M.C.G.",1.04,10.33,NA,1.04,10.33,9.29,50394.4829157175,-22023.4829157175,52695.2941176471,-24324.2941176471,-0.461602777343663,3
"572",572,"Sun","27-May-2012",2012,"1:10","North Melbourne","Brisbane Lions",19988,"Docklands",1.24,4.04,NA,1.24,4.04,2.8,31157.9865168539,-11169.9865168539,27670.4819277108,-7682.48192771084,-0.27764178259639,1
"573",573,"Sat","26-May-2012",2012,"7:10","Adelaide","Collingwood",44238,"Football",1.46,2.68,NA,1.46,2.68,1.22,29323.4845360825,14914.5154639175,35829.2040816327,8408.79591836734,0.234691116755172,7
"574",574,"Sat","26-May-2012",2012,"7:40","Greater Western Sydney","Essendon",11887,"Sydney",17.14,1.01,NA,1.01,17.14,16.13,10800.6603773585,1086.33962264151,10800.6603773585,1086.33962264151,0.10058085197446,7
"575",575,"Sat","26-May-2012",2012,"4:40","St Kilda","Sydney",34737,"Docklands",1.89,1.86,NA,1.86,1.89,0.0299999999999998,31157.9865168539,3579.01348314607,30626.3473684211,4110.65263157895,0.134219486970799,4
"576",576,"Sat","26-May-2012",2012,"2:10","Gold Coast","Port Adelaide",12416,"Carrara",2.55,1.5,NA,1.5,2.55,1.05,14013.1604938272,-1597.16049382716,14048.65,-1632.65,-0.116214013446132,2
"577",577,"Sat","26-May-2012",2012,"1:45","Richmond","Hawthorn",51617,"M.C.G.",3.61,1.28,NA,1.28,3.61,2.33,50394.4829157175,1222.51708428246,50149.0454545455,1467.95454545454,0.0292718342323202,1
"578",578,"Fri","25-May-2012",2012,"7:50","Western Bulldogs","Geelong",29118,"Docklands",4.78,1.18,NA,1.18,4.78,3.6,31157.9865168539,-2039.98651685393,28841.2391304348,276.760869565216,0.00959601174948006,7
"579",579,"Sun","20-May-2012",2012,"2:40","West Coast","St Kilda",38174,"Subiaco",1.38,2.99,NA,1.38,2.99,1.61,35153.3529411765,3020.64705882353,36141.247311828,2032.75268817204,0.0562446744196009,2
"580",580,"Sun","20-May-2012",2012,"3:15","Carlton","Adelaide",35917,"Docklands",1.41,2.85,NA,1.41,2.85,1.44,31157.9865168539,4759.01348314607,32309.6481481481,3607.35185185185,0.111649369727309,3
"581",581,"Sun","20-May-2012",2012,"1:10","Brisbane Lions","Greater Western Sydney",16049,"Gabba",1.15,5.54,NA,1.15,5.54,4.39,20680.4862385321,-4631.48623853211,20786.5428571429,-4737.54285714286,-0.227913938825806,1
"582",582,"Sat","19-May-2012",2012,"7:50","Essendon","Richmond",80900,"M.C.G.",1.49,2.59,NA,1.49,2.59,1.1,50394.4829157175,30505.5170842825,61878.2051282051,19021.7948717949,0.307407023723195,7
"583",583,"Sat","19-May-2012",2012,"7:10","Western Bulldogs","Gold Coast",8724,"Marrara",1.14,5.48,NA,1.14,5.48,4.34,9208.53846153846,-484.538461538461,9218,-494,-0.0535908006075071,7
"584",584,"Sat","19-May-2012",2012,"4:40","Sydney","Melbourne",20818,"S.C.G.",1.09,7.4,NA,1.09,7.4,6.31,29955.7356321839,-9137.73563218391,29955.7356321839,-9137.73563218391,-0.30504126970484,4
"585",585,"Sat","19-May-2012",2012,"2:10","Hawthorn","Fremantle",12959,"York",1.19,4.61,NA,1.19,4.61,3.42,14457.1578947368,-1498.15789473684,14457.1578947368,-1498.15789473684,-0.103627414575188,2
"586",586,"Sat","19-May-2012",2012,"1:15","Port Adelaide","North Melbourne",14508,"Football",2.64,1.47,NA,1.47,2.64,1.17,29323.4845360825,-14815.4845360825,22682.2291666667,-8174.22916666667,-0.360380327109971,1
"587",587,"Fri","18-May-2012",2012,"7:50","Collingwood","Geelong",75650,"M.C.G.",1.61,2.29,NA,1.61,2.29,0.68,50394.4829157175,25255.5170842825,57107.1149425287,18542.8850574713,0.324703586867107,7
"588",588,"Mon","14-May-2012",2012,"7:40","St Kilda","Carlton",38823,"Docklands",4.03,1.24,NA,1.24,4.03,2.79,31157.9865168539,7665.01348314607,30626.3473684211,8196.65263157895,0.26763402546758,7
"589",589,"Sun","13-May-2012",2012,"2:40","Fremantle","Port Adelaide",30079,"Subiaco",1.14,5.69,NA,1.14,5.69,4.55,35153.3529411765,-5074.35294117647,34175.9680851064,-4096.96808510638,-0.119878625673571,2
"590",590,"Sun","13-May-2012",2012,"1:10","North Melbourne","Western Bulldogs",20885,"Docklands",1.32,3.39,NA,1.32,3.39,2.07,31157.9865168539,-10272.9865168539,27670.4819277108,-6785.48192771084,-0.24522456621601,1
"591",591,"Sat","12-May-2012",2012,"7:40","Brisbane Lions","Collingwood",27926,"Gabba",4.9,1.17,NA,1.17,4.9,3.73,20680.4862385321,7245.51376146789,20786.5428571429,7139.45714285714,0.343465346398563,7
"592",592,"Sat","12-May-2012",2012,"7:40","Essendon","West Coast",43260,"Docklands",1.57,2.37,NA,1.57,2.37,0.8,31157.9865168539,12102.0134831461,36322.6666666667,6937.33333333334,0.190991850818589,7
"593",593,"Sat","12-May-2012",2012,"4:40","Richmond","Sydney",40352,"M.C.G.",1.82,1.94,NA,1.82,1.94,0.12,50394.4829157175,-10042.4829157175,50149.0454545455,-9797.04545454546,-0.195358562974551,4
"594",594,"Sat","12-May-2012",2012,"1:40","Greater Western Sydney","Gold Coast",8603,"Manuka",3.95,1.25,NA,1.25,3.95,2.7,10349.7083333333,-1746.70833333333,10313.8095238095,-1710.80952380952,-0.165875617526202,1
"595",595,"Sat","12-May-2012",2012,"12:45","Adelaide","Geelong",35535,"Football",2.04,1.76,NA,1.76,2.04,0.28,29323.4845360825,6211.51546391753,35829.2040816327,-294.204081632655,-0.00821129269191539,12
"596",596,"Fri","11-May-2012",2012,"7:50","Melbourne","Hawthorn",36430,"M.C.G.",11.5,1.03,NA,1.03,11.5,10.47,50394.4829157175,-13964.4829157175,35367.7023809524,1062.29761904762,0.0300358108537955,7
"597",597,"Sun","06-May-2012",2012,"2:40","West Coast","North Melbourne",37202,"Subiaco",1.28,3.61,NA,1.28,3.61,2.33,35153.3529411765,2048.64705882353,36141.247311828,1060.75268817204,0.0293501958861527,2
"598",598,"Sun","06-May-2012",2012,"2:45","Port Adelaide","Richmond",18522,"Football",2.19,1.66,NA,1.66,2.19,0.53,29323.4845360825,-10801.4845360825,22682.2291666667,-4160.22916666667,-0.183413593791763,2
"599",599,"Sun","06-May-2012",2012,"1:10","Carlton","Greater Western Sydney",28213,"Docklands",1.01,23.67,NA,1.01,23.67,22.66,31157.9865168539,-2944.98651685393,32309.6481481481,-4096.64814814815,-0.12679333830452,1
"600",600,"Sat","05-May-2012",2012,"7:40","St Kilda","Hawthorn",42290,"M.C.G.",3.6,1.28,NA,1.28,3.6,2.32,50394.4829157175,-8104.48291571754,42675.375,-385.375,-0.00903038344712847,7
"601",601,"Sat","05-May-2012",2012,"7:40","Sydney","Adelaide",23969,"S.C.G.",1.26,3.82,NA,1.26,3.82,2.56,29955.7356321839,-5986.73563218391,29955.7356321839,-5986.73563218391,-0.199852732902071,7
"602",602,"Sat","05-May-2012",2012,"4:40","Gold Coast","Fremantle",11670,"Carrara",6.45,1.11,NA,1.11,6.45,5.34,14013.1604938272,-2343.16049382716,14048.65,-2378.65,-0.169315201104732,4
"603",603,"Sat","05-May-2012",2012,"1:45","Geelong","Melbourne",18010,"Kardinia",1.03,11.68,NA,1.03,11.68,10.65,24884.9718309859,-6874.97183098592,24884.9718309859,-6874.97183098592,-0.276270026652208,1
"604",604,"Sat","05-May-2012",2012,"1:40","Essendon","Brisbane Lions",36361,"Docklands",1.15,5.48,NA,1.15,5.48,4.33,31157.9865168539,5203.01348314607,36322.6666666667,38.3333333333358,0.00105535570075625,1
"605",605,"Fri","04-May-2012",2012,"7:50","Western Bulldogs","Collingwood",38155,"Docklands",6.83,1.1,NA,1.1,6.83,5.73,31157.9865168539,6997.01348314607,28841.2391304348,9313.76086956522,0.322932063613621,7
"606",606,"Sun","29-Apr-2012",2012,"4:10","Adelaide","Port Adelaide",41649,"Football",1.51,2.53,NA,1.51,2.53,1.02,29323.4845360825,12325.5154639175,35829.2040816327,5819.79591836734,0.162431627147162,4
"607",607,"Sun","29-Apr-2012",2012,"3:15","Richmond","West Coast",28464,"Docklands",3.13,1.35,NA,1.35,3.13,1.78,31157.9865168539,-2693.98651685393,33203.6363636364,-4739.63636363636,-0.142744496769248,3
"608",608,"Sun","29-Apr-2012",2012,"1:10","Hawthorn","Sydney",19217,"York",1.31,3.38,NA,1.31,3.38,2.07,14457.1578947368,4759.84210526316,14457.1578947368,4759.84210526316,0.32923774782843,1
"609",609,"Sat","28-Apr-2012",2012,"7:45","Brisbane Lions","Geelong",15534,"Gabba",3.61,1.28,NA,1.28,3.61,2.33,20680.4862385321,-5146.48623853211,20786.5428571429,-5252.54285714286,-0.252689583508011,7
"610",610,"Sat","28-Apr-2012",2012,"7:40","Melbourne","St Kilda",24877,"M.C.G.",6.64,1.1,NA,1.1,6.64,5.54,50394.4829157175,-25517.4829157175,35367.7023809524,-10490.7023809524,-0.296618148048041,7
"611",611,"Sat","28-Apr-2012",2012,"4:40","North Melbourne","Gold Coast",17680,"Docklands",1.01,15.53,NA,1.01,15.53,14.52,31157.9865168539,-13477.9865168539,27670.4819277108,-9990.48192771084,-0.361051966995406,4
"612",612,"Sat","28-Apr-2012",2012,"1:45","Greater Western Sydney","Western Bulldogs",9128,"Manuka",11.93,1.03,NA,1.03,11.93,10.9,10349.7083333333,-1221.70833333333,10313.8095238095,-1185.80952380952,-0.114972990442772,1
"613",613,"Fri","27-Apr-2012",2012,"6:45","Fremantle","Carlton",38847,"Subiaco",2.18,1.66,NA,1.66,2.18,0.52,35153.3529411765,3693.64705882353,34175.9680851064,4671.03191489362,0.136675921023265,6
"614",614,"Wed","25-Apr-2012",2012,"2:40","Collingwood","Essendon",86932,"M.C.G.",1.68,2.15,NA,1.68,2.15,0.47,50394.4829157175,36537.5170842825,57107.1149425287,29824.8850574713,0.522262157482239,2
"615",615,"Sun","22-Apr-2012",2012,"4:40","Melbourne","Western Bulldogs",33565,"M.C.G.",2.99,1.37,NA,1.37,2.99,1.62,50394.4829157175,-16829.4829157175,35367.7023809524,-1802.70238095238,-0.0509702994425571,4
"616",616,"Sun","22-Apr-2012",2012,"3:15","Sydney","North Melbourne",21049,"S.C.G.",1.88,1.86,NA,1.86,1.88,0.0199999999999998,29955.7356321839,-8906.73563218391,29955.7356321839,-8906.73563218391,-0.297329891729137,3
"617",617,"Sun","22-Apr-2012",2012,"1:10","Geelong","Richmond",21952,"Kardinia",1.15,5.19,NA,1.15,5.19,4.04,24884.9718309859,-2932.97183098592,24884.9718309859,-2932.97183098592,-0.117861167410842,1
"618",618,"Sat","21-Apr-2012",2012,"7:40","Brisbane Lions","Gold Coast",21980,"Gabba",1.36,3.02,NA,1.36,3.02,1.66,20680.4862385321,1299.51376146789,20786.5428571429,1193.45714285714,0.0574148934269287,7
"619",619,"Sat","21-Apr-2012",2012,"5:40","West Coast","Hawthorn",40080,"Subiaco",1.6,2.29,NA,1.6,2.29,0.69,35153.3529411765,4926.64705882353,36141.247311828,3938.75268817204,0.108982201255766,5
